Date,Open,High,Low,Close,Adj Close,Volume
2019-09-11,88.940002,89.610001,88.690002,89.570000,78.787613,1534600
2019-09-12,89.720001,90.019997,89.330002,89.750000,78.945930,1608500
2019-09-13,89.949997,90.110001,89.610001,89.720001,78.919540,770100
2019-09-16,89.540001,89.550003,89.150002,89.320000,78.567711,1191400
2019-09-17,89.279999,89.449997,89.059998,89.430000,78.664467,1121600
2019-09-18,89.330002,89.540001,88.870003,89.519997,78.743622,701100
2019-09-19,89.639999,89.879997,89.309998,89.440002,78.673248,551800
2019-09-20,89.660004,89.900002,89.160004,89.370003,78.611679,1117200
2019-09-23,89.139999,89.690002,89.089996,89.480003,78.708443,1164200
2019-09-24,88.910004,88.959999,87.919998,88.199997,78.270050,1305200
2019-09-25,88.230003,88.639999,87.959999,88.519997,78.554016,1035300
2019-09-26,88.620003,88.629997,88.040001,88.419998,78.465271,866100
2019-09-27,88.690002,88.900002,88.010002,88.459999,78.500793,1013200
2019-09-30,88.540001,88.989998,88.510002,88.730003,78.740395,864800
2019-10-01,88.989998,89.080002,87.410004,87.529999,77.675499,1265800
2019-10-02,87.080002,87.080002,85.589996,85.970001,76.291107,1160200
2019-10-03,85.910004,86.480003,85.070000,86.480003,76.743706,1181400
2019-10-04,86.629997,87.690002,86.610001,87.639999,77.773102,804600
2019-10-07,87.470001,87.839996,87.169998,87.209999,77.391510,667200
2019-10-08,86.650002,86.650002,85.800003,85.839996,76.175758,958300
2019-10-09,86.370003,86.709999,86.080002,86.419998,76.690475,688000
2019-10-10,86.410004,87.269997,86.349998,86.940002,77.151924,898500
2019-10-11,87.830002,88.580002,87.629997,87.889999,77.994957,1200200
2019-10-14,87.760002,87.849998,87.599998,87.730003,77.852959,593300
2019-10-15,87.980003,88.620003,87.870003,88.330002,78.385422,1134600
2019-10-16,88.339996,88.510002,88.129997,88.220001,78.287819,616400
2019-10-17,88.500000,88.680000,88.199997,88.440002,78.483040,663500
2019-10-18,88.230003,88.580002,88.150002,88.370003,78.420914,967300
2019-10-21,88.779999,89.040001,88.779999,89.010002,78.988869,1355100
2019-10-22,89.080002,89.449997,88.790001,89.070000,79.042107,837800
2019-10-23,88.830002,89.209999,88.730003,89.209999,79.166359,711600
2019-10-24,89.419998,89.449997,88.709999,88.930000,78.917877,792100
2019-10-25,88.930000,89.529999,88.930000,89.389999,79.326080,803800
2019-10-28,89.680000,89.989998,89.580002,89.639999,79.547935,857200
2019-10-29,89.589996,90.019997,89.540001,89.820000,79.707672,907700
2019-10-30,89.919998,90.029999,89.430000,89.919998,79.796402,789300
2019-10-31,89.800003,89.849998,89.050003,89.660004,79.565697,773500
2019-11-01,90.000000,90.400002,89.989998,90.400002,80.222374,980100
2019-11-04,90.849998,91.019997,90.650002,90.809998,80.586205,1027000
2019-11-05,90.879997,91.059998,90.739998,90.849998,80.621712,1108200
2019-11-06,90.930000,91.080002,90.720001,91.010002,80.763695,888100
2019-11-07,91.489998,91.680000,91.129997,91.269997,80.994431,2209600
2019-11-08,91.209999,91.529999,90.849998,91.529999,81.225159,769600
